Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2015	monocarboxylic acid transport (GO:0015718)	1/104	0.1755804923421938	0.3075385021148984	0	0	5.355987055016182	9.31758409670882	SLC16A3
GO_Biological_Process_2015	regulation of osteoblast differentiation (GO:0045667)	1/106	0.1786440106564406	0.3090650981908973	0	0	5.253439153439153	9.048314619475114	ID3
GO_Biological_Process_2015	muscle organ development (GO:0007517)	1/106	0.1786440106564406	0.3090650981908973	0	0	5.253439153439153	9.048314619475114	ID3
GO_Biological_Process_2015	central nervous system development (GO:0007417)	1/108	0.181696451581132	0.3105357536113893	0	0	5.15472481827622	8.79095962810174	ID3
GO_Biological_Process_2015	response to interferon-gamma (GO:0034341)	1/108	0.181696451581132	0.3105357536113893	0	0	5.15472481827622	8.79095962810174	GAPDH
GO_Biological_Process_2015	muscle structure development (GO:0061061)	1/109	0.1832185301984112	0.3112507561201926	0	0	5.106738683127572	8.666522046159436	ID3
GO_Biological_Process_2015	regulation of mitosis (GO:0007088)	1/112	0.1877682569704956	0.3128030877447793	0	0	4.967967967967968	8.309158689911323	RANBP1
GO_Biological_Process_2015	respiratory electron transport chain (GO:0022904)	1/112	0.1877682569704956	0.3128030877447793	0	0	4.967967967967968	8.309158689911323	CYCS
GO_Biological_Process_2015	regulation of striated muscle tissue development (GO:0016202)	1/112	0.1877682569704956	0.3128030877447793	0	0	4.967967967967968	8.309158689911323	ID3
GO_Biological_Process_2015	regulation of muscle tissue development (GO:1901861)	1/113	0.189279345620976	0.3128030877447793	0	0	4.923363095238095	8.195092150328568	ID3
GO_Biological_Process_2015	tube formation (GO:0035148)	1/114	0.1907876989081632	0.3128030877447793	0	0	4.8795476892822025	8.083429391488162	PFN1
GO_Biological_Process_2015	regulation of muscle organ development (GO:0048634)	1/114	0.1907876989081632	0.3128030877447793	0	0	4.8795476892822025	8.083429391488162	ID3
GO_Biological_Process_2015	electron transport chain (GO:0022900)	1/115	0.1922933215627638	0.3134492293682046	0	0	4.836500974658869	7.9741004844715615	CYCS
GO_Biological_Process_2015	regulation of DNA replication (GO:0006275)	1/118	0.1967938540239151	0.315897064105525	0	0	4.711775878442545	7.659455915322864	ID3
GO_Biological_Process_2015	embryonic organ development (GO:0048568)	1/119	0.1982886022832236	0.315897064105525	0	0	4.671610169491525	7.558813448212846	ID3
GO_Biological_Process_2015	cellular response to extracellular stimulus (GO:0031668)	1/119	0.1982886022832236	0.315897064105525	0	0	4.671610169491525	7.558813448212846	LDHA
GO_Biological_Process_2015	regulation of cell projection assembly (GO:0060491)	1/120	0.1997806438965778	0.315897064105525	0	0	4.632119514472456	7.460191968044992	PFN1
GO_Biological_Process_2015	kidney development (GO:0001822)	1/122	0.2027566262521277	0.315897064105525	0	0	4.555096418732783	7.268790120703895	ID3
GO_Biological_Process_2015	regulation of muscle cell differentiation (GO:0051147)	1/122	0.2027566262521277	0.315897064105525	0	0	4.555096418732783	7.268790120703895	ID3
GO_Biological_Process_2015	regulation of actin polymerization or depolymerization (GO:0008064)	1/122	0.2027566262521277	0.315897064105525	0	0	4.555096418732783	7.268790120703895	PFN1
GO_Biological_Process_2015	positive regulation of protein complex assembly (GO:0031334)	1/122	0.2027566262521277	0.315897064105525	0	0	4.555096418732783	7.268790120703895	PFN1
GO_Biological_Process_2015	regulation of actin filament length (GO:0030832)	1/123	0.2042405764894552	0.3164606734616833	0	0	4.517531876138434	7.175903701327498	PFN1
GO_Biological_Process_2015	regulation of microtubule-based process (GO:0032886)	1/124	0.2057218390754153	0.3170139815260498	0	0	4.480578139114725	7.084825997590153	RANBP1
GO_Biological_Process_2015	negative regulation of sequence-specific DNA binding transcription factor activity (GO:0043433)	1/126	0.2086763202957377	0.3182428682902519	0	0	4.408444444444444	6.90790430957761	ID3
GO_Biological_Process_2015	regulation of protein polymerization (GO:0032271)	1/127	0.2101495483367807	0.3182428682902519	0	0	4.3732363315696645	6.82196820750072	PFN1
GO_Biological_Process_2015	regulation of epithelial cell migration (GO:0010632)	1/129	0.2130880028890885	0.3182428682902519	0	0	4.304470486111111	6.654926765060291	PFN1
GO_Biological_Process_2015	response to glucocorticoid (GO:0051384)	1/130	0.2145532387720854	0.3182428682902519	0	0	4.270887166236004	6.573738302407942	MDK
GO_Biological_Process_2015	cell division (GO:0051301)	1/131	0.2160158199701249	0.3182428682902519	0	0	4.237820512820512	6.49405155144787	TUBA1B
GO_Biological_Process_2015	Notch signaling pathway (GO:0007219)	1/131	0.2160158199701249	0.3182428682902519	0	0	4.237820512820512	6.49405155144787	MDK
GO_Biological_Process_2015	cellular response to cytokine stimulus (GO:0071345)	2/471	0.2164179540374377	0.3182428682902519	0	0	2.3751446847395674	3.6352628966330136	TUBA1B;GAPDH
GO_Biological_Process_2015	coagulation (GO:0050817)	2/472	0.2170997697503315	0.3182428682902519	0	0	2.369969604863222	3.619887457044268	PFN1;SLC16A3
GO_Biological_Process_2015	blood coagulation (GO:0007596)	2/472	0.2170997697503315	0.3182428682902519	0	0	2.369969604863222	3.619887457044268	PFN1;SLC16A3
GO_Biological_Process_2015	negative regulation of cellular component organization (GO:0051129)	2/474	0.2184640670402444	0.3182428682902519	0	0	2.3596852300242133	3.5893967976383405	HMGB1;PFN1
GO_Biological_Process_2015	negative regulation of neuron apoptotic process (GO:0043524)	1/133	0.2189330370507407	0.3182428682902519	0	0	4.173190235690235	6.339031577010457	MDK
GO_Biological_Process_2015	hemostasis (GO:0007599)	2/478	0.2211952400772869	0.3198823471886918	0	0	2.33937575030012	3.529438484525839	PFN1;SLC16A3
GO_Biological_Process_2015	neuron projection development (GO:0031175)	1/137	0.2247358203084047	0.3221350792999915	0	0	4.049632352941177	6.045411444773934	HMGB1
GO_Biological_Process_2015	regulation of nuclear division (GO:0051783)	1/138	0.2261799492957387	0.3221350792999915	0	0	4.019870235198702	5.975233044514787	RANBP1
GO_Biological_Process_2015	regulation of protein stability (GO:0031647)	1/138	0.2261799492957387	0.3221350792999915	0	0	4.019870235198702	5.975233044514787	GAPDH
GO_Biological_Process_2015	response to corticosteroid (GO:0031960)	1/140	0.2290603593240668	0.3245980971325972	0	0	3.961630695443645	5.838531409590836	MDK
GO_Biological_Process_2015	cell chemotaxis (GO:0060326)	1/155	0.2503334052868782	0.3512140312980083	0	0	3.573051948051948	4.948539844529104	HMGB1
GO_Biological_Process_2015	negative regulation of neuron death (GO:1901215)	1/155	0.2503334052868782	0.3512140312980083	0	0	3.573051948051948	4.948539844529104	MDK
GO_Biological_Process_2015	cell-cell junction organization (GO:0045216)	1/161	0.2586817404514753	0.3611299544916635	0	0	3.4380208333333333	4.648743159713795	CLDN6
GO_Biological_Process_2015	regulation of endocytosis (GO:0030100)	1/165	0.2641969701519362	0.3634319296724195	0	0	3.353489159891599	4.463696471549991	HMGB1
GO_Biological_Process_2015	cellular carbohydrate metabolic process (GO:0044262)	1/165	0.2641969701519362	0.3634319296724195	0	0	3.353489159891599	4.463696471549991	LDHA
GO_Biological_Process_2015	regulation of cellular component size (GO:0032535)	1/165	0.2641969701519362	0.3634319296724195	0	0	3.353489159891599	4.463696471549991	PFN1
GO_Biological_Process_2015	regulation of behavior (GO:0050795)	1/166	0.2655695273575301	0.3635466345379782	0	0	3.332996632996633	4.419148907217865	MDK
GO_Biological_Process_2015	heart development (GO:0007507)	1/167	0.2669395932450303	0.3636568371743891	0	0	3.3127510040160644	4.375259203099712	ID3
GO_Biological_Process_2015	intrinsic apoptotic signaling pathway (GO:0097193)	1/170	0.2710348872106963	0.3674607605452709	0	0	3.2534516765285995	4.247406317097128	CYCS
GO_Biological_Process_2015	regulation of ossification (GO:0030278)	1/173	0.2751079175123721	0.3711982427678896	0	0	3.196220930232558	4.125016622556839	ID3
GO_Biological_Process_2015	cellular response to external stimulus (GO:0071496)	1/185	0.2911797463356244	0.3910128022221241	0	0	2.985960144927536	3.6841209754801154	LDHA
GO_Biological_Process_2015	regulation of neuron apoptotic process (GO:0043523)	1/188	0.2951432114162228	0.3941215000145678	0	0	2.9376114081996434	3.58475127373576	MDK
GO_Biological_Process_2015	cell junction organization (GO:0034330)	1/189	0.2964595682571994	0.3941215000145678	0	0	2.921838061465721	3.5525005418174813	CLDN6
GO_Biological_Process_2015	cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	1/190	0.2977735329885488	0.3941215000145678	0	0	2.9062316284538507	3.52067304167275	CLDN6
GO_Biological_Process_2015	cell-cell adhesion (GO:0098609)	1/191	0.299085109940133	0.3941215000145678	0	0	2.8907894736842104	3.4892612278091453	CLDN6
GO_Biological_Process_2015	positive regulation of cell projection organization (GO:0031346)	1/195	0.3043076237978344	0.3986802721869386	0	0	2.8306128293241697	3.367625850757628	PFN1
GO_Biological_Process_2015	DNA recombination (GO:0006310)	1/196	0.3056073247757339	0.3986802721869386	0	0	2.815954415954416	3.3381851399708733	HMGB1
GO_Biological_Process_2015	learning or memory (GO:0007611)	1/198	0.3081996430381298	0.3986802721869386	0	0	2.7870840383530737	3.280418856160088	MDK
GO_Biological_Process_2015	energy derivation by oxidation of organic compounds (GO:0015980)	1/198	0.3081996430381298	0.3986802721869386	0	0	2.7870840383530737	3.280418856160088	CYCS
GO_Biological_Process_2015	protein processing (GO:0016485)	1/201	0.3120704738038972	0.4018441717474841	0	0	2.744861111111111	3.196462786581096	CYCS
GO_Biological_Process_2015	platelet activation (GO:0030168)	1/205	0.3171988154408463	0.4065912088832666	0	0	2.690495642701525	3.089298458719968	PFN1
GO_Biological_Process_2015	regulation of binding (GO:0051098)	1/218	0.3336103366557628	0.4224788754949606	0	0	2.5276497695852536	2.77480746844903	HMGB1
GO_Biological_Process_2015	positive regulation of cell cycle process (GO:0090068)	1/220	0.3361008776643306	0.4224788754949606	0	0	2.504312531709792	2.7305619751239703	RANBP1
GO_Biological_Process_2015	gland development (GO:0048732)	1/220	0.3361008776643306	0.4224788754949606	0	0	2.504312531709792	2.7305619751239703	MDK
GO_Biological_Process_2015	protein folding (GO:0006457)	1/221	0.3373427496044884	0.4224788754949606	0	0	2.49280303030303	2.7088188819678973	TUBA1B
GO_Biological_Process_2015	protein maturation (GO:0051604)	1/222	0.3385823612122734	0.4224788754949606	0	0	2.4813976872800403	2.687323680162212	CYCS
GO_Biological_Process_2015	neuron differentiation (GO:0030182)	1/222	0.3385823612122734	0.4224788754949606	0	0	2.4813976872800403	2.687323680162212	ID3
GO_Biological_Process_2015	carboxylic acid transport (GO:0046942)	1/224	0.3410548193989056	0.4226893756086508	0	0	2.4588938714499253	2.6450617768253406	SLC16A3
GO_Biological_Process_2015	regulation of neuron death (GO:1901214)	1/225	0.3422876739808511	0.4226893756086508	0	0	2.4477926587301586	2.624287672733528	MDK
GO_Biological_Process_2015	organic acid transport (GO:0015849)	1/226	0.3435182841487945	0.4226893756086508	0	0	2.43679012345679	2.603746652005683	SLC16A3
GO_Biological_Process_2015	cognition (GO:0050890)	1/227	0.3447466538652116	0.4226893756086508	0	0	2.4258849557522124	2.583435190319599	MDK
GO_Biological_Process_2015	regulation of anatomical structure size (GO:0090066)	1/232	0.3508550349420652	0.4279472101768437	0	0	2.3727753727753726	2.485202563550029	PFN1
GO_Biological_Process_2015	exocytosis (GO:0006887)	1/233	0.3520700452518714	0.4279472101768437	0	0	2.3624281609195403	2.466198127336593	PFN1
GO_Biological_Process_2015	negative regulation of organelle organization (GO:0010639)	1/237	0.35690799756572	0.431965902633189	0	0	2.3219161958568737	2.392217410510922	PFN1
GO_Biological_Process_2015	mitotic nuclear division (GO:0007067)	1/240	0.3605133778796519	0.4326160534555822	0	0	2.292422129242213	2.3387891491405592	SSSCA1
GO_Biological_Process_2015	regulation of actin cytoskeleton organization (GO:0032956)	1/240	0.3605133778796519	0.4326160534555822	0	0	2.292422129242213	2.3387891491405592	PFN1
GO_Biological_Process_2015	GTP catabolic process (GO:0006184)	1/243	0.3640990885917917	0.4350675550122257	0	0	2.2636593204775024	2.287041171415197	TUBA1B
GO_Biological_Process_2015	guanosine-containing compound catabolic process (GO:1901069)	1/246	0.3676652339194849	0.4374750884611593	0	0	2.2356009070294784	2.236903022200789	TUBA1B
GO_Biological_Process_2015	positive regulation of cellular component biogenesis (GO:0044089)	1/249	0.371211917833494	0.4398393312144761	0	0	2.2082213261648747	2.1883079668391177	PFN1
GO_Biological_Process_2015	rhythmic process (GO:0048511)	1/252	0.3747392434823073	0.4416951132472943	0	0	2.1814962372731297	2.141192757453422	ID3
GO_Biological_Process_2015	actin cytoskeleton organization (GO:0030036)	1/253	0.3759107346785483	0.4416951132472943	0	0	2.1727292768959434	2.125806084521344	PFN1
GO_Biological_Process_2015	cellular protein complex assembly (GO:0043623)	1/256	0.3794124090719969	0.4430025391977649	0	0	2.1468409586056647	2.080571230507279	TUBA1B
GO_Biological_Process_2015	regulation of actin filament-based process (GO:0032970)	1/257	0.3805753801420292	0.4430025391977649	0	0	2.1383463541666665	2.065794428888845	PFN1
GO_Biological_Process_2015	GTP metabolic process (GO:0046039)	1/258	0.381736230585308	0.4430025391977649	0	0	2.129917855598789	2.051165004924558	TUBA1B
GO_Biological_Process_2015	taxis (GO:0042330)	1/263	0.3875088052250187	0.445038382193815	0	0	2.088740458015267	1.9801608513817743	HMGB1
GO_Biological_Process_2015	chemotaxis (GO:0006935)	1/263	0.3875088052250187	0.445038382193815	0	0	2.088740458015267	1.9801608513817743	HMGB1
GO_Biological_Process_2015	regulation of translation (GO:0006417)	1/264	0.3886570107886892	0.445038382193815	0	0	2.080692860160541	1.9663755259306963	GAPDH
GO_Biological_Process_2015	regulation of DNA metabolic process (GO:0051052)	1/265	0.389803121992455	0.445038382193815	0	0	2.072706228956229	1.9527244840269269	ID3
GO_Biological_Process_2015	guanosine-containing compound metabolic process (GO:1901068)	1/269	0.3943666966765213	0.448433098640238	0	0	2.041355721393035	1.899428628243818	TUBA1B
GO_Biological_Process_2015	nervous system development (GO:0007399)	1/277	0.4033944371554328	0.4544735105876426	0	0	1.9813808373590984	1.798777658040131	MDK
GO_Biological_Process_2015	dephosphorylation (GO:0016311)	1/278	0.4045136565868734	0.4544735105876426	0	0	1.974127557160048	1.7867231966241666	CYCS
GO_Biological_Process_2015	positive regulation of cell cycle (GO:0045787)	1/278	0.4045136565868734	0.4544735105876426	0	0	1.974127557160048	1.7867231966241666	RANBP1
GO_Biological_Process_2015	positive regulation of cell migration (GO:0030335)	1/280	0.4067459700733487	0.4551681093677949	0	0	1.9597769812823576	1.762949603338731	PFN1
GO_Biological_Process_2015	positive regulation of cell motility (GO:2000147)	1/287	0.4144951306060243	0.4620064301616555	0	0	1.911130536130536	1.683121295974097	PFN1
GO_Biological_Process_2015	positive regulation of cellular component movement (GO:0051272)	1/296	0.4243137439514595	0.4710884873791794	0	0	1.8519774011299437	1.5876671408523169	PFN1
GO_Biological_Process_2015	nuclear division (GO:0000280)	1/298	0.4264738018702426	0.471629851480033	0	0	1.8393191170968948	1.5674757338636651	SSSCA1
GO_Biological_Process_2015	actin filament-based process (GO:0030029)	1/303	0.4318395040357427	0.475018321231876	0	0	1.8084069168506252	1.5185215995922066	PFN1
GO_Biological_Process_2015	positive regulation of locomotion (GO:0040017)	1/304	0.4329067679311777	0.475018321231876	0	0	1.8023469013568023	1.5089841063027511	PFN1
GO_Biological_Process_2015	regulation of vesicle-mediated transport (GO:0060627)	1/306	0.4350354470358511	0.4755038607136047	0	0	1.7903460837887066	1.4901547523025307	HMGB1
GO_Biological_Process_2015	response to extracellular stimulus (GO:0009991)	1/313	0.4424247750743817	0.4798607175806755	0	0	1.7495548433048431	1.4267354318995715	LDHA
GO_Biological_Process_2015	RNA splicing (GO:0008380)	1/313	0.4424247750743817	0.4798607175806755	0	0	1.7495548433048431	1.4267354318995715	SNRPN
GO_Biological_Process_2015	organelle fission (GO:0048285)	1/325	0.4548739869924605	0.4910271725768746	0	0	1.6837277091906722	1.3263309945315895	SSSCA1
GO_Biological_Process_2015	apoptotic signaling pathway (GO:0097190)	1/327	0.4569223902625562	0.4910271725768746	0	0	1.673227675528289	1.310541734045018	CYCS
GO_Biological_Process_2015	organic anion transport (GO:0015711)	1/328	0.4579437815167306	0.4910271725768746	0	0	1.6680258239891268	1.3027429308678673	SLC16A3
GO_Biological_Process_2015	regulation of sequence-specific DNA binding transcription factor activity (GO:0051090)	1/338	0.4680554369828394	0.4999683076862148	0	0	1.6177052423343226	1.2281109188656842	ID3
GO_Biological_Process_2015	response to drug (GO:0042493)	1/354	0.4838535063366214	0.5148931652336877	0	0	1.5431224425558705	1.1202653693186988	MDK
GO_Biological_Process_2015	negative regulation of transport (GO:0051051)	1/361	0.4906207310944127	0.5191972792131269	0	0	1.5125771604938272	1.0770818305437486	HMGB1
GO_Biological_Process_2015	single-organism behavior (GO:0044708)	1/362	0.4915804026592371	0.5191972792131269	0	0	1.5083102493074791	1.0710960051327327	MDK
GO_Biological_Process_2015	response to steroid hormone (GO:0048545)	1/369	0.4982490199260528	0.5242769538027869	0	0	1.4790911835748792	1.0304166928796366	MDK
GO_Biological_Process_2015	leukocyte activation (GO:0045321)	1/373	0.5020213666611978	0.5262826222990996	0	0	1.4628882915173238	1.008094749872829	HMGB1
GO_Biological_Process_2015	inflammatory response (GO:0006954)	1/376	0.504832502775687	0.527269502899051	0	0	1.450962962962963	0.9917746571830126	HMGB1
GO_Biological_Process_2015	regulation of mitotic cell cycle (GO:0007346)	1/391	0.5186581870224074	0.5377265027217607	0	0	1.394088319088319	0.9152332178752548	RANBP1
GO_Biological_Process_2015	regulation of cell projection organization (GO:0031344)	1/391	0.5186581870224074	0.5377265027217607	0	0	1.394088319088319	0.9152332178752548	PFN1
GO_Biological_Process_2015	mitotic cell cycle (GO:0000278)	1/404	0.5303360396217919	0.5467329845225917	0	0	1.348221670802316	0.8551020936462729	RPS27
GO_Biological_Process_2015	organ morphogenesis (GO:0009887)	1/405	0.5312228289332983	0.5467329845225917	0	0	1.3448157315731573	0.850695070655357	ID3
GO_Biological_Process_2015	secretion by cell (GO:0032940)	1/415	0.5400015936022383	0.5537470887121134	0	0	1.3116612989801395	0.8082236411922425	PFN1
GO_Biological_Process_2015	posttranscriptional regulation of gene expression (GO:0010608)	1/438	0.5595900694971173	0.5717550710079242	0	0	1.241164505466565	0.7205590243194885	GAPDH
GO_Biological_Process_2015	anion transport (GO:0006820)	1/443	0.5637397605061573	0.573915568457532	0	0	1.2268099547511313	0.7031615238857056	SLC16A3
GO_Biological_Process_2015	multicellular organismal development (GO:0007275)	1/453	0.5719253232314184	0.5801544645728777	0	0	1.1990535889872174	0.669967415727626	ID3
GO_Biological_Process_2015	regulation of cell cycle process (GO:0010564)	1/481	0.5940579476341791	0.5977150792045773	0	0	1.127488425925926	0.5871716291134246	RANBP1
GO_Biological_Process_2015	positive regulation of GTPase activity (GO:0043547)	1/482	0.5948274445916982	0.5977150792045773	0	0	1.1250866250866252	0.5844644155001834	RANBP1
GO_Biological_Process_2015	positive regulation of GTP catabolic process (GO:0033126)	1/483	0.5955955221861213	0.5977150792045773	0	0	1.1226947902259106	0.5817731386887531	RANBP1
GO_Biological_Process_2015	behavior (GO:0007610)	1/494	0.6039514268115993	0.6039514268115993	0	0	1.097025016903313	0.5531874843648085	MDK
